Campaign name,Ad set name,Ad name,Cost,Reach,Impressions,Link clicks,Post comments,Post reactions,Post Saves,Post shares,Three-second video views,Video watches at 100%,influ,funil,formato
Nordeste_Embalagem_Awareness_Social-Auction_Equity_NA_-Nordeste,PBFMWM3G0_Facebook_Video_Video_Interests_T038_SSNT_CPM_Feed,Video_Video_Mexa-Seu-Celular_6s_-Nordeste-Embalagem,"8441,12",2127085,2609911,2448,15,835,44,22,196853,73545,0,awareness,video 6s
Nordeste_Sustentacao_Awareness_Social-Auction_Equity_N/A_Bahia,PBFVW57NL_Facebook_Video_Reels_Interests_T038_SSNT_CPM_Bahia,Video_IG-Reel_Nordeste_6s_-Nordeste,"8439,76",1290749,4641441,2,25,646,1,37,130864,72007,0,awareness,video 6s
__-_P_LIGA-DOS-SABORES_A_BRAND_BL_-_-_BRAND_QUARTAS-DE-FINAL_21_9.4_14.5_SUSTENTACAO,LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_QUARTAS-DE-FINAL_CPM_TG_T0001_MULTIPLE_PO_PO_AMPLO,GIF_CHAVE-QUARTAS_11-15S_4:5_GIF_LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_QUARTAS-DE-FINAL_CPM_TG_T0001_MULTIPLE_PO_PO_AMPLO,"8431,52",4089991,6551737,7296,5,660,15,8,270492,32856,0,consideracao,video 15s
-Bola_-bola-br-sem-ne_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPQTNTVI_Facebook_Multiple_Stories_Interests_as-18a35-br-sem-ne_SSNT_CPM_-bola-awareness-reels-stories,Video_Video_-bola-6-_9x16_meta-awareness-br-sem-ne,"8422,29",2909396,3625026,2941,2,428,,74,125441,67143,0,awareness,video
_confor_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPYQIVPW_Facebook_Display_Mixed_CDNA_as-30-50-cdna_SSNT_CPM_-confor-awareness,Display_Mixed_-confor-saches-ig_0x0_meta-awareness-ig,"8395,08",3151881,3488211,2339,22,690,45,11,196247,39215,0,awareness,display
__-_E-M_PACOTE-VIAGEM_A_BRAND_BL_-_-_BRAND_TEASER_20_11.4_30.11,PACOTE-VIAGEM_BRAND_FB-IG_BL_-_-_BRAND_TEENS_CPM_TG_T002_VIDEO_PO_PO,VIDEO_TEASER_7-10S_QUAD-VERT_VID_PACOTE-VIAGEM_BRAND_FB-IG_BL_-_-_BRAND_TEENS_CPM_TG_T002_VIDEO_PO_PO,"8386,55",4238302,5592729,40,53,7782,191,38,415386,70219,0,awareness,video 10s
Rusticas_Facebook_Consideration_Social-Auction_Equity_NA_Video-View,PBFE2NCI1_Facebook_Video_Mixed_Interests_T012_SSNT_CPM_SP/RJ/MG/SUL,Multiple_Mixed_FarmToPack_10s_View,"8363,82",1296639,2848059,4052,8,2651,155,67,1422860,444891,0,consideracao,video 10s
__-_P_O-VERAO-MAIS-HOT_A_VID_BL_-_-_VID_AWARENESS_21_21.2_27.2,O-VERAO-MAIS-HOT_VID_FB-IG_BL_-_-_VID_HERO-MOBILE_CPM_TG_T023_VIDEO_PO_PO_AMPLO,VIDEO_HERO6S_4-6S_HOR-QUAD_VID_O-VERAO-MAIS-HOT_VID_FB-IG_BL_-_-_VID_HERO-MOBILE_CPV_TG_T023_VIDEO_PO_PO_AMPLO,"8362,11",879342,1108211,14509,,15,,1,718821,653351,0,awareness,video 6s
Nordeste_Sustentacao_Awareness_Social-Auction_Equity_N/A_Bahia,PBF27XYG0_Facebook_Video_IG-Reel_Interests_T038_SSNT_CPM_Dani-Bahia,Video_IG-Reel_Dani-Choma_28s_-Nordeste,"8359,24",365250,825991,,31,3962,4,105,194722,23509,0,awareness,video reels
_BNC-ASC_Meta_Conversion_Social-Auction__NA_-conversao-ASC,LAMPN5KEG0_Facebook_Multiple_Mixed_Amplo_AS-18+_SSNT_CPM_-BNC-conversao-ASC,Display_Mixed_cons-1-mecanica_0x0_meta-conversao-asc,"8322,61",1241748,3291990,4843,112,1933,52,53,,,0,conversao,display
__-_P_LIGA-DOS-SABORES_A_BRAND_BL_-_-_BRAND_APRESENTACAO-SABORES_21_1.4_13.4_AWARENESS,LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_APRESENTACAO-SABORES_CPM_TG_T0001_MULTIPLE_PO_PO_AMPLO,VIDEO_CARTELADO_11-15S_4:5_VID_LIGA-DOS-SABORES_BRAND_FB-IG_BL_-_-_BRAND_APRESENTACAO-SABORES_CPM_TG_T001_MULTIPLE_PO_PO_AMPLO,"8311,58",6000478,7868645,4873,4,1222,33,15,267829,39163,0,awareness,video 15s
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBFIHL5DI_Facebook_Multiple_Mixed_LaL_10%-Basess_SSNT_CPA_Conversao,Display_Banner_Produto-Tiras_4x5_Estatico,"8311,58",1232887,2013916,3907,22,906,47,82,,,0,conversao,display
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CARROSSEL-S_CPV_TG_T031_VIDEO_FB-IG_PO_AMPLO,CAROUSEL_S-B_-_QUAD-VERT_CAR_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CARROSSEL-S_CPC_TG_T031_CAROUSEL_PO_PO_AMPLO,"8294,24",1661708,2106930,3652,95,3892,461,163,,,0,conversao,carrosel
_lance-perfeito_Meta_Conversion_Social-Auction__NA_-conversao-ASC,LAMPIULWBR_Facebook_Multiple_Mixed_Audiencia_as-18a64+-net_SSNT_CPM_-lance-perfeito-conversao-ASC,Multiple_Mixed_lance-perfeito-ASC_0x0_meta-conversao-ASC-2,"8293,61",3283971,4207233,2659,6,444,7,27,115306,27738,0,conversao,múltiplo
RAINBOW_SUSTENTACAO_Consideration_Social-Auction_Equity_N/A_PRIDE,PBFK3FBOX_Facebook_Multiple_Stories_Audiencia_t02_AS_CPM_PRIDE,Video_Stories_SEJAVC-PRIDE_9x16_rainbow,"8256,89",1353982,1720053,,,,,82,,,0,consideracao,video stories
__Conversion_Social_NA_N/A_-,PBF7RPOGZ_Facebook_Multiple_Mixed_Retargeting_C014_AS_Auction_-,Display_Image_Ovinhos-2x_1x1,"8244,5",1250793,2675602,5208,67,1307,60,82,,,0,conversao,display
__-_E-M_AON-_A_BRAND_-_-_-_BRAND_-__21_2.8_9.8_BRANDING_AWARENESS,AON-_BRAND_IG_-_-_-_BRAND_AON-_CPM_TG_T001_MULTIPLE_IG_ST,STORIES_PRAIAS_-_16:9_PPP_AON-_BRAND_IG_-_-_-_BRAND_AON-_CPM_TG_T001_MULTIPLE_IG_ST,"8224,91",3249556,4772152,3148,,,,244,,,0,awareness,stories
-40-anos__Conversion_Social_NA_N/A_-,PBF02I7O1_Facebook_Multiple_Mixed_Retargeting_C013_AS_Auction_-,Display_Banner_senso-de-urgencia_4x5_-,"8210,33",224639,866953,1928,46,728,33,30,,,0,conversao,display
LAB_BR___-Zero_creative-pre-test_Meta_Awareness_Social-Auction_Launch_NA_-meta-atividades-diarias,LAMPSYGX5O_Facebook_Multiple_Mixed_Interests_18+_AS_CPM_pracas-atividades-diarias-pre-test,Display_Mixed_feed-stories_0x0_estatico-atividades-diarias-mulher-correndo,"8199,93",1337274,4021063,108,3,411,21,21,,,0,awareness,display
__-_P_-PIX_R-F_REACH_BL_-_-_BRAND-RF_HERO/KV_21_9.8_15.8__AWARENESS_-,-PIX_REACH_FB-IG_BL_-_-_BRAND-RF_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,VIDEO_KV-GENÉRICO_7-10S_OTHERS_VPL_-PIX_REACH_FB-IG_BL_-_-_BRAND-RF_HERO/KV_CPM_TG_T023_MULTIPLE_PO_PO,"8195,39",3985731,3985731,1538,,104,7,10,98264,43214,0,awareness,video 10s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPEHIN2I_Facebook_Multiple_Mixed_Interests_AS-18-35-NET_SSNT_CPM_-cant-touch-this,Video_Video_namora-comigo-parceria_9x16_15s-meta-awareness,"8195,28",1758571,3665510,124,11,1697,34,23,211050,37526,0,awareness,video 15s
_L-_I_SAO-JOAO_A_BRAND_BL_-_-_BRAND_POSTS-REGIONAIS-NORDESTE_21_10.6_10.6,SAO-JOAO_BRAND_FB-IG_BL_-_-_BRAND_SAO-PEDRO_CPM_TG_T005_GIF_PO_PO,GIF_SAO-PEDRO_7-10S_4:5_GIF_SAO-JOAO_BRAND_FB-IG_BL_-_-_BRAND_SAO-PEDRO_CPM_TG_T005_GIF_PO_PO,"8184,64",3494429,4048514,23,9,1474,31,14,118669,27984,0,awareness,video 10s
_L-_I_SAO-JOAO_A_VID_BL_-_-_VID_HERO-NORDESTE_21_8.6_14.6,SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-VIDEOS_VIDEO_PO_PO,VIDEO_HERO-SERVICONINA_16-30S_4:5_VID_SAO-JOAO_VID_FB-IG_BL_-_-_VID_HERO-NORDESTE_CPM_CA_RMKT-VIDEOS_VIDEO_PO_PO,"8167,47",255426,496027,,3,303,13,7,361477,261141,0,consideracao,video 30s
LAB_BR___-Zero_creative-pre-test_Meta_Awareness_Social-Auction_Launch_NA_-meta-atividades-diarias,LAMP7GPBGN_Facebook_Video_Video_Interests_18+_AS_CPM_atividades-diarias-pre-test,Display_Mixed_feed-stories_0x0_estatico-atividades-diarias-mulher-correndo,"8145,76",2323457,2856885,76,11,855,39,47,,,0,awareness,display
_confor_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPQ83O1L_Facebook_Display_Mixed_Demo_as-30-50-shopper-net-sem-ne-pais_SSNT_CPM_-confor-awareness,Display_Mixed_-confor-saches_0x0_meta-awareness-ig,"8145,25",2299406,2820299,3996,24,619,15,7,108601,26426,0,awareness,display
__-_E-M_VACA-ALWAYS-ON_A_POST_BL_-_-_POST_FINALMENTE-FÉRIAS_20_3.12_8.12,VACA-ALWAYS-ON_POST_IG_BL_-_-_POST_FINALMENTE-FÉRIAS_CPI_TG_T004_PHOTOAD_IG_NF_AMPLO,PHOTOAD_FINALMENTE-FÉRIAS_-_-_PPP_VACA-ALWAYS-ON_POST_IG_BL_-_-_POST_FINALMENTE-FÉRIAS_CPI_TG_T004_PHOTOAD_IG_NF_AMPLO,"8137,62",739332,1497884,,121,89321,607,182,,,0,awareness,estático
AON_NA_Awareness_Social-Auction_Equity_N/A_Receitas,PBFK90L4M_Facebook_Video_Video_Interests_T041_SSNT_CPM_Cortes,Video_Video_Cookie_6s_-AON-Tastemade,"8128,85",3621842,15275807,7059,47,12874,1,126,526047,257328,0,awareness,video 6s
_RCOOKIE_I_CHOCOXTREME_A_BRAND_-_-_-_BRAND_KV-1_21_3.9_10.1_BRANDING_AWARENESS_-,CHOCOXTREME_BRAND_IG_-_-_-_BRAND_PRODUTO_CPM_TG_T016_VIDEO_IG_PO,VIDEO_COBERTOR_11-15S_QUAD-VERT_VID_CHOCOXTREME_BRAND_IG_-_-_-_BRAND_PRODUTO_CPM_TG_T016_VIDEO_IG_PO,"8128,02",0,6393424,,54,25643,243,43,548450,68036,0,awareness,video 15s
-_Facebook_Conversion_Social-Auction__NA_Teste-BOT-Criativos,PBFUNEUZ1_Facebook_Multiple_Mixed_Audiencia_t031_SSNT_CPA_Premios-Pequenos,Display_Banner_Premios-Pequenos_4x5,"8123,86",563200,771777,2755,44,1079,31,27,11247,6294,0,conversao,display
__-_E-M_-AON_A_POST_-_-_-_POST_OPORTUNIDADE-ANITTA_21_30.4_2.5,-AON_POST_IG_-_-_-_POST_OPORTUNIDADE-ANITTA_CPI_TG_T011_PHOTOAD_IG_NF_AMPLO,PHOTOAD_CHEETAH-FROM-_-_QUAD-VERT_PPP_-AON_POST_IG_-_-_-_POST_OPORTUNIDADE-ANITTA_CPI_TG_T011_PHOTOAD_IG_NF_AMPLO,"8119,31",1871705,2583270,,279,271934,1330,545,,,1,awareness,estático
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_TG_T031_VIDEO_FB-IG_PO_AMPLO,VIDEO_HERO15S_11-15S_QUAD-VERT_VID_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_TG_T031_VIDEO_FB-IG_PO_AMPLO,"8118,54",3136453,4326941,3173,163,1628,89,112,180130,33657,0,conversao,video 15s
Lolla_Equity_Awareness_Social_NA_N/A_Pre-NET,PBFRO72WG_Facebook_Multiple_Banner_Audiencia_T01_AS_Auction_Pre-NET,Video_Video_McTha-6S_4x5,"8098,44",4553685,5643790,195,4,712,2,8,194826,79668,0,awareness,video 6s
__-_E-M_FLAMIN-HOT_A_POST_BL_-_-_POST_SUSTENTAÇÃO_20_16.12_30.12,FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KV_CPV_CA_RMKT_GIF_PO_NF_AMPLO,GIF_KV_-_QUAD-VERT_VID_FLAMIN-HOT_POST_FB-IG_BL_-_-_POST_KV_CPV_CA_RMKT_GIF_PO_NF_AMPLO,"8098,38",1837065,2940172,,59,5394,118,105,441024,148894,0,consideracao,gif
__Conversion_Social_NA_N/A_WHATS-BOT,PBFM57Z9C_Facebook_Multiple_Banner_Audiencia_T039_SSNT_NA_Auction,Display_Image_KV-Awareness_1x1,"8095,92",527784,1059714,2357,43,854,49,34,,,0,conversao,display
LAB_BR___-Portfolio_educacional_Meta_Awareness_Social-Auction__NA_-alcance,LAMPQLE1JN_Facebook_Video_Mixed_Interests_as-18a55-sports-net_SSNT_CPM_-educacional-awareness-inspiracional,Display_Image_-educacional-inspiracional-1_1x1_meta-awareness-fitness,"8084,37",4923522,5953613,5879,4,518,4,13,,,0,awareness,display
Lolla_Equity_Awareness_Social_NA_N/A_Durante-Sudeste-EVENTO-FEED,PBFVV17HO_Facebook_Multiple_Banner_Interests_t02_AS_Brand-Awareness_DOMINGO-2703,Display_Banner_McTha_4x5,"8052,34",2061826,2683442,36,35,2669,14,10,,,0,awareness,display
_confor_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPYQIVPW_Facebook_Display_Mixed_CDNA_as-30-50-cdna_SSNT_CPM_-confor-awareness,Display_Mixed_-confor-toda-familia_0x0_meta-awareness-fb,"8051,34",3599372,3977688,733,179,1383,31,41,,,0,awareness,display
__-_P_O-VERAO-MAIS-HOT_A_MSG_BL_-_-_MSG_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_KV-_CPM_TG_T023_GIF_PO_PO_AMPLO,GIF_FANDANGOS_11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_MSG_FB-IG_BL_-_-_MSG_KV-_CPC_TG_T023_GIF_FB-IG_PO_AMPLO,"8046,85",431423,638325,1965,164,2415,99,121,62745,14485,0,conversao,video 15s
-Bola_-bola-br-sem-ne_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPQTNTVI_Facebook_Multiple_Stories_Interests_as-18a35-br-sem-ne_SSNT_CPM_-bola-awareness-reels-stories,Video_Video_-bola-6-dedao_9x16_meta-awareness-br-sem-ne,"8027,62",2630792,3095097,2344,11,755,,218,95661,51324,0,awareness,video
__Awareness_Social_NA_N/A_-,PBFQ1AV1J_Facebook_Multiple_Video_Audiencia_T038_SSNT_Auction_-,Video_Video_tv-15s_15s,"8027,26",4827938,6702187,5041,13,3459,12,69,608832,50299,0,awareness,video 15s
__-_I_BUFFALO-WINGS_A_BRAND_BL_-_-_BRAND_KV-CAMPANHA_21_30.3_20.05_SUSTENTACAO,BUFFALO-WINGS_BRAND_FB-IG_BL_-_-_BRAND_KV-CAMPANHA_CPM_TG_T005_MULTIPLE_PO_PO_AMPLO,GIF_SUPLA-ASA_7-10S_4:5_GIF_BUFFALO-WINGS_POST_FB-IG_BL_-_-_POST_KV-CAMPANHA_CPM_TG_T005_MULTIPLE_PO_PO_AMPLO,"8004,15",6808220,10633902,5,68,5011,166,199,389618,169586,0,consideracao,video 10s
Lolla_Equity_Awareness_Social_NA_N/A_VIEWS-DURANTE,PBF4X24E3_Facebook_Video_Video_Interests_CORE_AS_Video-Views_BESTOF-2703,Video_VIDEO_BESTOF-2503_4x5,8000,1543167,1913590,1,37,5557,95,23,330399,20667,0,awareness,video
Lolla_Equity_Awareness_Social_NA_N/A_VIEWS-DURANTE,PBFBTKAH6_Facebook_Video_Video_Interests_CORE_AS_Video-Views_BESTOF-2603,Video_VIDEO_BESTOF-2503_4x5,8000,1617410,1913755,6,16,5077,96,34,343974,19319,0,awareness,video
Lolla_Equity_Awareness_Social_NA_N/A_VIEWS-DURANTE,PBFV9V0MR_Facebook_Video_Video_Interests_CORE_AS_Video-Views_BESTOF-2503,Video_VIDEO_BESTOF-2503_4x5,8000,1576705,1849233,2,26,3419,69,20,292737,19118,0,awareness,video
__-_E-M_VACA-ALWAYS-ON_A_POST_BL_-_-_POST_VACA-ALWAYS-ON_20_8.12_9.12,VACA-ALWAYS-ON_POST_IG_BL_-_-_POST_MEMÓRIA-GOSTOSA_CPI_TG_T004_PHOTOAD_IG_NF_AMPLO,PHOTOAD_MEMÓRIA-GOSTOSA_-_QUAD-VERT_PPP_VACA-ALWAYS-ON_POST_IG_BL_-_-_POST_MEMÓRIA-GOSTOSA_CPI_TG_T004_PHOTOAD_IG_NF_AMPLO,"7999,04",655467,884445,,49,44321,236,47,,,0,awareness,estático
__-_E-M_VACA-ALWAYS-ON_A_VID_BL_-_-_VID_VACA-ALWAYS-ON_20_8.12_9.12,VACA-ALWAYS-ON_VID_IG_BL_-_-_VID_MEMÓRIA-GOSTOSA_CPV_TG_T004_PHOTOAD_IG_ST_AMPLO,STORIES_MEMÓRIA-GOSTOSA_-_QUAD-VERT_PPP_VACA-ALWAYS-ON_VID_IG_BL_-_-_VID_MEMÓRIA-GOSTOSA_CPV_TG_T004_PHOTOAD_IG_ST_AMPLO,"7998,54",1114325,1724801,,,,,120,111081,40180,0,awareness,stories
AON_Views_Awareness_Social-Auction_Equity_N/A_Receitas,PBFB94GIB_Facebook_Video_Video_Interests_T040_SSNT_CPV_Receitas-Completas,Video_Video_Frape_30s_-AON-Tastemade,"7979,65",1106945,3245366,3570,17,1491,10,414,588643,4326,0,awareness,video 30s
__-_E-M_AON-_A_BRAND_-_-_-_BRAND_-__21_2.8_9.8_BRANDING_AWARENESS,AON-_BRAND_IG_-_-_-_BRAND_AON-_CPM_TG_T001_MULTIPLE_IG_NF,PHOTOAD_PINTURA_11-15S_4:5_PPP_AON-_BRAND_IG_-_-_-_BRAND_AON-_CPM_TG_T001_MULTIPLE_IG_NF,"7973,74",2753985,3868273,,29,7984,128,32,,,0,awareness,video 15s
__-_E-M_EQUITY_A_BRAND_BL_-_-_BRAND_CONTEUDOS-KV-EQUITY_21_19.9_15.1_BRANDING_SUPPORT_NORDESTE,EQUITY_BRAND_FB-IG_BL_-_-_BRAND_KV-EQUITY_CPM_TG_T019_VIDEO_PO_PO,VIDEO_PEÇA-CHESTER-4_7-10S_HOR-VERT_VID_EQUITY_BRAND_FB-IG_BL_-_-_BRAND_KV-EQUITY_CPM_TG_T019_VIDEO_PO_PO,"7967,82",3091470,5142359,2,7,2774,72,28,377706,112648,0,awareness,video 10s
Nordeste_Sustentacao_Awareness_Social-Auction_Equity_N/A_Bahia,PBF1YJDCR_Facebook_Video_Video_Interests_T035_SSNT_CPM_Jingle-Bahia,Video_Video_Hero-Bahia_15s_-Nordeste,"7964,32",820229,8514448,6,78,6271,50,134,338398,64307,0,awareness,video 15s
__-_P_-PIX_A_CONV_BL_-_-_CONV_KVS-CONV-SITE_21_21.7_12.9__CONVERSION,-PIX_CONV_FB-IG_BL_-_-_CONV_LAL_CPC_TG_LAL-10%_MULTIPLE_PO_PO,PHOTOAD_5-PRODUTOS_-_OTHERS_PPP_-PIX_CONV_FB-IG_BL_-_-_CONV_LAL_CPC_TG_LAL-10%_MULTIPLE_PO_PO,"7959,31",695122,1294802,6585,250,1347,63,71,,,0,conversao,estático
__-_L_DINAMITA_A_VID_BL_IN-STREAM_CEL-1_VID_AWARENESS_21_8.12_31.12_BRANDING_SUPPORT_BRASIL,DINAMITA_VID_FB_BL_-_-_VID_AWARENESS_CPM_TG_FOODS_VID_PO_NF,VID_HERO-30S-V2_16-30S_QUAD-VERT_VID_DINAMITA_VID_FB_BL_-_-_VID_AWARENESS_CPM_TG_FOODS_VID_PO_NF,"7950,19",269604,359220,7476,,,,,291243,1009,0,awareness,video 30s
_-lancamento_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LAMPEHIN2I_Facebook_Multiple_Mixed_Interests_AS-18-35-NET_SSNT_CPM_-cant-touch-this,Video_Video_carro-hero-15s-reels_9x16_meta-awareness,"7924,97",1599259,3402612,102,6,1600,31,17,198019,31884,0,awareness,video 15s
_equity-nacional_Meta_Awareness_Social-Auction_Equity_NA_-alcance-agosto,LAMPXUS5JT_Facebook_Multiple_Mixed_Retargeting_view-3s_SSNT_CPM_-equity,Display_Image_-equity-misterios-1_0x0_meta-awareness-RMKT3s,"7924,14",3370909,4245449,4229,16,555,6,10,,,0,awareness,display
_L-_E-M_FLAMIN-HOT_A_BRAND_BL_-_-_BRAND_LANÇAMENTONOR_20_4.12_19.12,"FLAMIN-HOT_BRAND_FB-IG_BL_-_-_BRAND_HERO-15""_CPM_TG_T019_VIDEO_PO_NF_AMPLO","VIDEO_HERO-15""_-_-_VID_FLAMIN-HOT_BRAND_FB-IG_BL_-_-_BRAND_HERO-15""_CPM_TG_T019_VIDEO_PO_NF_AMPLO","7891,87",4044758,11435612,5,104,13236,296,247,551771,112062,0,awareness,video
_L-_I_SAO-JOAO_A_BRAND_BL_-_-_BRAND_POSTS-REGIONAIS-NORDESTE_21_10.6_10.6,SAO-JOAO_BRAND_FB-IG_BL_-_-_BRAND_SAO-JOAO_CPM_TG_T005_PHOTOAD_PO_PO,PHOTOAD_SAO-JOAO_-_4:5_PPP_SAO-JOAO_BRAND_FB-IG_BL_-_-_BRAND_SAO-JOAO_CPM_TG_T005_PHOTOAD_PO_PO,"7889,8",5261321,5326180,25,8,1211,36,34,,,0,awareness,estático
__-_P_-PIX_A_CONV_BL_-_-_CONV_TESTE-4_21_23.8_12.9__CONVERSION_-,-PIX_CONV_FB-IG_BL_-_-_CONV_MARCAS-VARIADAS_CPC_CA_BASE-SF-MARCAS_MULTIPLE_PO_PO,PHOTOAD_FANDANGOS-COMAEGANHE_-_OTHERS_PPP_-PIX_CONV_FB-IG_BL_-_-_CONV_MARCAS-VARIADAS_CPC_CA_BASE-SF-MARCAS_MULTIPLE_PO_PO,"7881,53",417594,1540970,3127,104,503,11,29,,,0,conversao,estático
-_Conversao_Conversion_Social-Auction__NA_BOT-Teste-Audiencia-A,PBFJ41OXM_Facebook_Multiple_Mixed_1st-Party+Contextual_Bases-_SSNT_CPA_BOT,Display_Banner_Urgente-_4x5_Estatico,"7872,53",511489,882528,2446,118,689,51,25,,,0,conversao,display
__-_P_-PIX_A_CONV_BL_-_-_CONV_CONVTESTE-3CEL1_21_4.8_19.8__CONVERSION,-PIX_CONV_FB-IG_BL_-_-_CONV_MARCAS-VARIADAS_CPC_CA_BASE-SF-ALL-BRANDS_MULTIPLE_PO_PO,PHOTOAD__MOTIVACIONAL_-_OTHERS_PPP_-PIX_CONV_FB-IG_BL_-_-_CONV_MARCAS-VARIADAS_CPC_CA_BASE_SF_ALL_BRANDS_MULTIPLE_PO_PO,"7866,93",424824,1065375,4154,163,1332,97,72,,,0,conversao,estático
-UEFA__Conversion_Social_NA_N/A_FB-RMKT,PBFS3VIR8_Facebook_Display_In-Feed_Audiencia_VIEWS_AS_Traffic_VIEWS,Display_GIF_KV-FINALIZE-CADASTRO_1x1_FACEBOOK-RMKT,"7865,81",550648,1085139,2430,26,1896,60,48,85507,29215,0,conversao,display
__-_E-M_-TIKTOK_A_BRAND_BL_-_-_BRAND_AWARENESS_21_5.11_24.11_BRANDING_AWARENESS_NORDESTE_BLAST,-TIKTOK_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_PHOTOAD_PO_PO,VIDEO_HERO-15S_-_QUAD-VERT_VIDEO_HERO-15S_BRAND_FB-IG_BL_-_-_BRAND_AWARENESS_CPM_TG_T100_VIDEO_PO_PO — Cópia,"7861,87",1498858,2625576,2,86,11566,102,103,187059,24995,0,awareness,video 15s
Lolla_Equity_Awareness_Social_NA_N/A_Pre-NET,PBFUKQWYX_Facebook_Multiple_Banner_Audiencia_T01_AS_Auction_Pre-NET-MAIOR-ALCANCE,Display_GIF_KV-POTENCIA_4x5,"7856,32",3166208,3596102,274,5,882,8,9,177448,95355,0,awareness,display
-Crunchy-Cheese_Crunchy-lancamento_Meta_Awareness_Social-Auction_Launch_NA_-alcance,PBFW0QVN9VGX0_Meta_Multiple_Mixed_Interests_-Core_SSNT_Auction_-crunchy,Display_Mixed_crunchy-come-to-brazil_0x0_meta-alcance,"7794,68",3975066,5083295,3512,68,659,29,431,,,0,awareness,display
LAB_BR___-Portfolio_Auloes-SP_Meta_Awareness_Social-Auction_Equity_NA_-awareness,LABPIALU6H_Facebook_Display_Mixed_Interests_AS-18-55-SP_SSNT_Auction_CPM_-auloes-awareness,Display_Mixed_-auloes-aula-3_0x0_meta-awareness,"7792,61",1626008,4569472,3318,6,281,17,47,,,0,awareness,display
__-_I_BUFFALO-WINGS_A_BRAND_BL_-_-_BRAND_KV-CAMPANHA_21_30.3_20.05_SUSTENTACAO,BUFFALO-WINGS_BRAND_FB-IG_BL_-_-_BRAND_KV-CAMPANHA_CPM_TG_T005_MULTIPLE_PO_PO_AMPLO,GIF_SUPLA-GRAVATA_4-6S_4:5_GIF_BUFFALO-WINGS_POST_FB-IG_BL_-_-_POST_KV-CAMPANHA_CPM_TG_T005_MULTIPLE_PO_PO_AMPLO,"7779,89",7646113,13969653,10,38,4748,116,158,443454,166694,0,consideracao,video 6s
-Bola_-bola-nordeste_Meta_Awareness_Social-Auction_Innovation_NA_-alcance,LAMPRMMK6P_Facebook_Multiple_Mixed_Retargeting_as-18-35-nordeste_SSNT_CPM_-bola-awareness,Video_Mixed_-bola-kv-NE_0x0_meta-awareness-nordeste-rmkt,"7770,87",1251548,2291111,1829,11,997,24,31,165718,99066,0,awareness,video
__-_P_O-VERAO-MAIS-HOT_A_CONV_BL_-_-_CONV_CONVERSAO_21_18.1_12.3,O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_TG_T031_VIDEO_FB-IG_PO_AMPLO,GIF_KV--B-SEM-ANITTA_11-15S_QUAD-VERT_GIF_O-VERAO-MAIS-HOT_CONV_FB-IG_BL_-_-_CONV_CADASTRE_CPV_TG_T031_VIDEO_FB-IG_PO_AMPLO,"7747,15",2254760,2900646,3346,125,2408,170,117,231407,31547,1,conversao,video 15s
-_Conversao_Conversion_Social-Auction__N/A_First-Party-Data,PBF9QA7N5_Facebook_Multiple_Mixed_1st-Party+Contextual_SF-_SSNT_CPA_Conversao,Display_Banner_KV-Master_4x5_Estatico,"7736,53",450818,2035796,3921,73,1417,88,72,,,0,conversao,display
