Cost,Impressions,Link clicks,Comments,Reactions,Saves,Shares,Three-second video views,Video watches at 100%,influ,funnel,format,channel
2135.83,457015,1672,,1673,12,10,,,0,consideracao,video,meta
2134.75,2023304,3429,,,,200,,,0,awareness,stories,meta
2132.31,674090,1951,526,6,,3,585511,165190,1,awareness,video 6s,twitter
2129.21,1139674,834,,6407,395,239,213012,91265,0,awareness,video 15s,meta
2129.04,1401464,4167,,6611,78,51,138205,57611,0,awareness,video 7s,meta
2127.2,202100,640,,13,1,2,103330,19943,0,awareness,video 60s,meta
2125.95,1682790,2453,,1050,30,32,71864,9043,1,awareness,múltiplo,meta
2124.1,515637,4689,,57,2,5,167649,13732,0,consideracao,video 15s,meta
2123.25,1547822,1503,,103,4,3,72845,28791,0,awareness,video 6s,meta
2122.97,1157666,1277,,2981,289,89,117793,2880,0,awareness,video 60s,meta
2122.4,606979,1909,,579,,1,72207,4330,0,awareness,video 15s,tiktok
2121.84,1097664,668,,,,46,133046,97134,0,awareness,stories,meta
2121.22,1859230,585,,,,10,120410,53082,0,awareness,stories,meta
2119.58,129170,3195,,,,,68074,20790,0,awareness,video,youtube
2119.47,1207988,5332,7,1336,,3,280403,1953,1,awareness,video 11s,tiktok
2116.88,440285,394,,,,,52230,355,1,awareness,video 30s,kwai
2113.71,405109,673,,1049,11,4,,,0,awareness,display,meta
2113.58,452797,1301,,,,,85505,13441,0,awareness,video 15s,youtube
2112.18,1511750,1952,,4212,22,26,119127,19970,0,awareness,display,meta
2107.56,525277,1296,,173,9,7,,,0,conversao,display,meta
2107.5,753259,1115,,138,,,52445,52118,1,awareness,video 3s,meta
2100.66,720145,846,,,40,,,,1,consideracao,display,pinterest
2098.95,229687,997,,,,,118617,60601,0,consideracao,video,youtube
2096.56,322927,4265,,436,36,27,21092,6183,0,conversao,video 10s,meta
2095.657,615903,1460,,,,,219855,2214,1,awareness,video 60s,kwai
2094.92,1215570,344,,182,,7,65789,12521,1,awareness,stories,meta
2091.1,1334548,1634,,4657,859,268,273336,124305,0,awareness,video,meta
2087.41,1092382,1507,,427,13,1,60312,6701,0,awareness,video 12s,meta
2077.4,91648,9257,,31,,,43112,23325,0,consideracao,video 10s,meta
2075.75,1279729,1236,,357,31,16,78590,34504,0,awareness,video 6s,meta
2075.5,652826,1444,,1878,202,151,55029,2146,0,awareness,display,meta
2072.98,68392,496,,97,4,4,5357,1422,0,conversao,display,meta
2072.41,37359,156,,23,,,4602,451,0,awareness,video 20s,meta
2072.05,1463432,6476,,0,,0,0,0,0,conversao,video,tiktok
2069.19,440630,1696,,569,,6,37028,2951,0,conversao,video,tiktok
2067.08,2462243,3936,,0,,0,0,0,0,conversao,display,tiktok
2064.83,601209,195,,62,,6,39691,9235,0,awareness,video 15s,meta
2064.8,1112022,5491,1,826,,2,82408,1648,1,awareness,video 11s,tiktok
2058.99,933715,2605,3,380,,2,59511,1746,1,awareness,video,tiktok
2058.51,172336,914,,3,,1,119885,106365,0,awareness,video 30s,meta
2057.89,2107253,15139,,0,,0,0,0,0,conversao,video 60s,tiktok
2057.65,222007,13723,,65,2,,33838,23492,0,consideracao,video 7s,meta
2057.45,5784305,6628,,1285,2,205,336145,2642,0,awareness,video 40s,meta
2057.37,1429066,2275,,2879,36,20,110283,26849,0,awareness,video,meta
2055.03,470995,1667,,583,,17,38396,2844,0,conversao,video,tiktok
2054.22,212050,617,,321,1,10,68796,47292,0,awareness,video,meta
2048.69,645371,3558,,4225,,729,241016,16401,1,consideracao,video,meta
2047.12,363517,1794,,975,,3,46609,3876,0,conversao,video 15s,tiktok
2045.46,72642,954,,,,,55596,3180,0,consideracao,video,youtube
2041.67,763304,138,,58,3,11,63959,34046,0,awareness,video,meta
2041.67,664948,1064,,4424,154,233,81204,21113,0,awareness,video,meta
2041.67,689324,2403,,4244,195,280,78324,19470,0,awareness,video 10s,meta
2041.33,163716,3835,,,,,79173,21060,0,awareness,video,youtube
2039.05,267229,7137,,335,40,65,55380,36338,0,consideracao,video 10s,meta
2035.29,819217,1059,,468,4,9,45199,1659,0,awareness,video 30s,meta
2031.57,1582821,1133,,128,6,4,,,0,awareness,display,meta
2028.56,443792,1673,,983,6,111,119574,7276,0,awareness,video 30s,meta
2026.7,416050,107,,,,,305324,226856,0,awareness,video 15s,youtube
2024.39,272786,1371,,852,7,6,18445,2566,0,awareness,display,meta
2022.57,188270,597,,,,,114606,69956,0,consideracao,video,youtube
2018.62,1004669,1011,,69,1,,82890,4617,0,awareness,video 15s,meta
2016.3,194381,925,,123,2,7,,,0,conversao,display,meta
2013.86,513548,1220,46,,,,443799,31342,0,awareness,video,twitter
2009.88,1251358,294,,120,,6,29138,6031,0,awareness,video 15s,meta
2008.13,1558955,3392,,7452,76,73,148245,59934,0,awareness,video 7s,meta
2007.12,893732,3577,,376,12,3,49452,21100,0,awareness,video 7s,meta
2005.72,3341944,1602,,,,12,55562,14106,0,awareness,stories,meta
2004.05,949790,1457,,1487,28,11,190754,125689,0,awareness,gif,meta
2000,1288788,766,,200,16,4,,,0,awareness,carrossel,meta
2000,526040,590,,,,9,32990,11249,0,awareness,stories,meta
2000,363670,564,,,,10,22491,7563,0,awareness,stories,meta
1999.67,188921,697,,,,,108234,61888,0,consideracao,video,youtube
1997.19,319068,1032,,1219,71,23,,,0,awareness,carrossel,meta
1996.84,959670,1381,,150,9,97,37376,7108,0,awareness,video 12s,meta
1996.06,238479,1869,,,,,38115,5767,0,consideracao,video 30s,youtube
1995.95,480771,165,,,,,187095,73173,0,awareness,video 30s,youtube
1994.81,110928,413,,179,4,5,,,0,conversao,carrossel,meta
1994.56,927735,248,,95,12,4,52276,13901,0,awareness,display,meta
1989.35,595528,3066,,1214,,11,130826,2065,0,conversao,reels,tiktok
1988.91,1155100,1904,,54,5,21,,,0,awareness,estatico,meta
1984.38,363606,2563,,11874,56,31,,,0,consideracao,video,meta
1976.73,1192102,2384,,,,,4406,3996,0,awareness,video 6s,youtube
1976.03,604684,2989,,3285,73,53,96285,34675,0,awareness,gif,meta
1974.17,159052,1509,,544,41,13,21981,5079,0,conversao,video 10s,meta
1973.15,174931,668,,193,4,5,10086,2869,0,conversao,video 10s,meta
1967.27,800944,605,,526,10,13,54869,8523,0,awareness,video 15s,meta
1966.27,1108175,701,,3898,,22,337525,2199,0,awareness,video reels,meta
1965.73,1468602,29497,,,,,61457,18019,0,awareness,video,youtube
1965.64,270605,388,,,,,27387,1892,0,awareness,video 15s,youtube
1963.26,683210,682,,,35,,,,1,consideracao,display,pinterest
1962.61,514924,1971,,1381,99,83,44220,1646,0,awareness,display,meta
1960.65,1185929,940,,154,,8,53594,23660,0,awareness,video 6s,meta
1959.53,278821,2776,,289,12,10,16471,3021,0,awareness,gif,meta
1959.48,198158,1113,,299,18,9,,,0,conversao,display,meta
1957.72,1045599,1347,,554,10,13,,,0,awareness,estatico,meta
1956.6,501918,1369,,405,90,83,113116,77643,0,awareness,video 15s,meta
1954.77,57040,1817,,182,7,5,21311,13999,0,conversao,gif,meta
1951.43,1485242,1138,,115,6,4,61084,4133,0,awareness,video 20s,meta
1950.39,293529,2001,,316,21,9,,,0,conversao,display,meta
1948.88,162845,31,,35,1,,108992,85328,0,consideracao,video 10s,meta
1948.8,228577,6689,,103,,2,15020,8743,0,consideracao,video 6s,meta
1948.4,837967,1849,,437,,2,45273,3773,0,conversao,video 15s,tiktok
1940.97,925189,2660,,654,,8,57984,7539,0,awareness,video 10s,tiktok
1939.09,303464,17446,,109,,2,15331,3146,0,consideracao,video 15s,meta
1938.88,2187002,1457,,,,35,86581,23892,0,awareness,stories,meta
1938.83,814614,3789,,2054,42,88,175932,6713,1,awareness,video,meta
1937.51,2051514,1264,,,,56,89261,24739,0,awareness,stories,meta
1936.97,64090,1513,7,765,,9,20399,601,1,conversao,video 52s,tiktok
1933.66,4372129,1456,,805,20,39,116696,48320,0,awareness,gif,meta
1933.44,233716,386,,,,,0,0,0,awareness,bumper,youtube
1929.77,1823314,422,,,,30,,,0,awareness,stories,meta
1925.43,989543,2215,5,520,,3,49860,4559,0,awareness,video 10s,tiktok
1923.93,836063,1389,,181,5,3,66426,1326,0,awareness,video 30s,meta
1922.51,402875,614,,3434,90,29,42721,1467,0,awareness,video 15s,meta
1921.96,194894,4132,,43,3,3,42354,18506,0,consideracao,video 14s,meta
1920.43,941037,258,,120,,9,24760,7224,0,awareness,video 15s,meta
1919.95,1631082,879,,342,11,3,,,0,awareness,carrossel,meta
1919.75,352117,1367,,312,35,37,,,0,conversao,display,meta
1914.55,1553888,925,,489,3,15,43750,10328,0,awareness,video,meta
1911.15,32451,133,,28,,,3796,360,0,awareness,video 20s,meta
1906.66,760547,2077,,549,24,28,368787,83535,0,consideracao,video 10s,meta
1904.07,506904,1614,10,850,4,651,77127,5534,1,awareness,video 30s,meta
1900.4,1030050,1032,,218,1,7,38391,7550,0,awareness,display,meta
1899.12,187767,205,,14635,102,4,,,0,awareness,estatico,meta
1896.19,368523,516,,109,11,6,49932,27394,0,awareness,video 15s,meta
1894.37,245582,1032,,2920,3,254,55117,7699,1,awareness,video 30s,meta
1892.78,398705,1589,,800,109,84,,,0,conversao,carrossel,meta
1890.79,669328,847,,649,,6,65888,8948,1,awareness,video 30s,meta
1886.56,247878,2990,,6906,41,29,,,0,consideracao,video,meta
1886.55,729162,868,,129,2,4,,,0,awareness,display,meta
1885.68,720962,355,,,,3,31486,9726,0,awareness,stories,meta
1881.89,203467,383,,117,4,4,17878,4021,0,awareness,video 10s,meta
1880.7,214068,325,,,,,117182,64345,0,consideracao,video 15s,youtube
1880.44,316656,2827,,527,19,26,,,0,awareness,video,meta
1880.36,1321927,345,,83,1,4,41282,14457,0,awareness,video 15s,meta
1878.5,152460,460,,,,,56552,10869,0,awareness,video,youtube
1877.66,1598898,8148,,0,,0,290426,258124,0,conversao,video 60s,tiktok
1875.57,2525921,693,,14,1,3,28311,7734,0,consideracao,video 15s,meta
1872.8,386197,956,,,,,92727,6797,0,awareness,video 6s,youtube
1865.51,1370701,17918,,4248,90,90,342021,40212,0,awareness,video,meta
1863.84,2980507,2038,,,,45,82569,31278,0,awareness,stories,meta
1863.17,523056,158,,86,,6,19326,10054,0,awareness,video 15s,meta
1862.46,1321866,1404,,,,16,46175,54,1,awareness,stories,meta
1862.34,1520285,2962,,6101,75,46,131553,50728,0,awareness,video 7s,meta
1858.97,788441,910,,18554,481,117,96430,21159,0,awareness,video 15s,meta
1858.57,251492,2734,,375,18,22,,,0,awareness,display,meta
1852.54,157141,88,,,,,109533,74767,0,awareness,display,youtube
1851.91,1789402,2160,,588,6,22,,,0,awareness,display,meta
1848.39,169358,970,,,,,68013,27144,0,awareness,video,youtube
1847.65,1625636,1717,,264,2,9,36995,11193,0,conversao,video 10s,meta
1844.83,844018,2079,0,355,,0,46671,1529,1,awareness,video,tiktok
1840.64,129519,7511,,83,7,6,48636,16757,0,consideracao,video 15s,meta
1837.18,177095,806,,239,8,3,,,0,conversao,display,meta
1836.35,1457476,3388,,7354,64,39,128972,49785,0,awareness,video 7s,meta
1828.29,1670313,15619,,0,,0,183302,139387,0,conversao,múltiplo,tiktok
1826.64,411003,2164,,178,16,13,,,0,awareness,carrossel,meta
1826.17,623679,753,,74,1,4,38473,7058,0,awareness,video 10s,meta
1824.87,493372,1281,,204,5,24,122673,87002,0,awareness,bumper,meta
1823.32,363712,586,,,,,1790,1706,0,awareness,bumper,youtube
1822.18,983560,928,,76,3,3,30225,3114,1,awareness,video,meta
1821.57,365137,513,,,,,0,0,0,consideracao,bumper,youtube
1820.91,542232,2972,,21804,492,285,84864,12606,0,awareness,gif,meta
1820.42,52675,1022,10,537,,9,9285,292,1,conversao,video 60s,tiktok
1819.04,1557797,888,,460,18,17,,,0,awareness,display,meta
1818.14,268237,1052,,894,14,9,23241,8422,0,conversao,display,meta
1815,312729,1499,,139,16,238,,,0,conversao,carrossel,meta
1814.44,2341093,1876,,532,,39,65822,38279,0,awareness,video 6s,meta
1806.59,865216,1200,,15814,418,48,135839,63812,0,awareness,video,meta
1804.17,1166996,2105,,549,4,6,66214,2707,0,awareness,video 30s,meta
1803.43,47843,394,,115,1,5,4122,1575,0,conversao,video 10s,meta
1802.46,2317744,1301,,615,,11,55859,886,0,awareness,video,meta
1799.86,714846,2059,,454,24,23,298800,65888,0,consideracao,video 10s,meta
1799.38,106314,1403,,665,25,12,15191,5982,0,awareness,video 6s,meta
1797.52,1228576,1190,,159,4,2,,,0,awareness,carrossel,meta
1792.7,980845,10505,,4550,292,510,227483,122374,0,awareness,video 15s,meta
1792.23,944201,1058,,,,8,29720,466,0,awareness,stories,meta
1791.25,170894,379,,99,4,26,10818,3192,0,awareness,video 10s,meta
1791.2,1096916,712,,756,1,1,52199,8687,1,awareness,display,meta
1790.58,1405066,1728,10,740,,10,87594,29726,0,awareness,video,tiktok
1788.56,782817,2672,,817,17,33,28601,8693,0,conversao,video 10s,meta
1788.13,2021390,2684,,1830,73,24,,,0,awareness,carrossel,meta
1787.52,1142727,1374,,128,3,1,32960,2848,0,awareness,video,meta
1782.42,371434,6602,,349,56,52,,,0,awareness,estatico,meta
1781.47,465491,961,,363,15,65,,,0,conversao,carrossel,meta
1780.57,1109151,990,,307,3,2,47002,7298,0,awareness,video 15s,meta
1779.39,854885,1563,,115,16,4,,,0,awareness,carrossel,meta
1779.01,415729,168,,104,,14,18073,8525,0,awareness,video 15s,meta
1777.42,741563,262,,,7,,423808,121926,0,consideracao,video 6s,pinterest
1775.19,994387,17648,,0,,0,142570,110739,0,conversao,múltiplo,tiktok
1774.62,465250,1726,,7115,36,5,58773,14451,0,awareness,video 15s,meta
1774.08,358226,3845,,,,,178446,87831,0,awareness,video,youtube
1771.74,963077,428,,,,4,22580,6191,0,awareness,gif,meta
1771.33,58115,618,,144,,5,5165,1806,0,conversao,video,meta
1770.022,366953,318,,,,,24363,1661,0,awareness,video 15s,kwai
1767.06,183108,1739,,471,11,18,14613,2190,0,awareness,gif,meta
1765.62,1445306,916,,,,86,97997,17597,0,awareness,stories,meta
1756.32,531978,1278,227,5,,1,,,0,awareness,estatica,twitter
1755.81,617001,1777,80,2,,,,,0,awareness,estatica,twitter
1754.3,1197539,4594,2,1283,,5,201593,3883,1,awareness,video,tiktok
1753.8,1271429,1791,,4825,29,8,99851,29811,0,awareness,gif,meta
1750.19,1826166,1014,,,,7,100470,46631,0,awareness,stories,meta
1746.28,761140,1818,,135,8,,30654,6756,0,awareness,gif,meta
1743.7,1384454,1677,,2868,57,16,,,0,awareness,video 30s,meta
1743.27,142784,309,,177,1,3,7495,2215,0,awareness,video 10s,meta
1743.07,296381,808,,254,42,199,,,0,awareness,carrossel,meta
1739.25,501227,5814,,,50,,,,1,awareness,display,pinterest
1738.04,406941,3219,,59,3,1,15734,2691,0,consideracao,video,meta
1732.58,1801658,2609,,241,6,14,52939,16034,0,awareness,video 10s,meta
1732.45,635588,1557,,400,5,5,21250,3442,0,consideracao,video 15s,meta
1732.11,745020,3049,,106,2,2,173210,34380,0,consideracao,video 10s,meta
1721.46,1079646,1357,,228,2,2,55216,21793,0,awareness,video 3s,meta
1720.14,179900,155,,613,31,26,107947,59644,0,awareness,video 30s,meta
1718.87,700495,760,,244,19,73,37925,8997,0,awareness,video 10s,meta
1718.18,182727,1683,629,10,,,145966,8757,1,awareness,texto,twitter
1715.58,674741,2602,,69,7,3,,,0,awareness,display,meta
1705.36,133908,1350,,21727,56,4,,,0,awareness,estatico,meta
1697.86,297855,4904,14,1714,,10,99896,1926,1,conversao,video,tiktok
1696.52,886821,1610,,339,8,11,41196,1518,0,awareness,video 30s,meta
1696.35,225514,1884,,92,1,2,,,0,consideracao,display,meta
1695.99,436944,565,,78,3,19,19836,5622,0,awareness,video 10s,meta
1693.97,382419,595,,150,2,5,1866,283,0,awareness,display,meta
1690.64,88429,1483,,329,19,17,6413,3187,0,conversao,video 6s,meta
1689.88,238798,1064,186,1,,1,12,7,1,consideracao,display,twitter
1678.91,191105,3645,,1354,157,143,,,0,awareness,video 30s,meta
1677.56,1005416,28634,,0,,0,64909,62922,0,awareness,múltiplo,tiktok
1676.47,2166953,1611,,430,,29,54469,30992,0,awareness,video 6s,meta
1676.15,194437,5666,,1058,116,190,,,0,awareness,estatico,meta
1676.14,815865,3085,,0,,0,0,0,0,conversao,video,tiktok
1676.08,643089,1513,,138,17,8,,,0,awareness,carrossel,meta
1672.01,1669867,1834,,453,5,8,,,0,awareness,display,meta
1671.92,604422,1145,,60,1,7,36682,6663,0,awareness,video 15s,meta
1666.71,144551,1033,,761,50,15,,,0,conversao,carrossel,meta
1666.68,844594,6404,18,227,8,12,,,1,consideracao,display,meta
1666.33,70854,268,,89,3,5,,,0,conversao,carrossel,meta
1666.11,2416202,2056,,1430,38,35,99106,34711,0,awareness,gif,meta
1661.24,626114,223,,,5,,,,0,awareness,display,pinterest
1660.51,1854591,2415,,1699,48,18,,,0,awareness,carrossel,meta
1659.88,109385,1805,,103,7,5,84622,65437,0,awareness,video 30s,meta
1658.96,1216665,824,,7451,290,259,195774,75587,0,awareness,video 15s,meta
1657.54,454006,154,,91,,5,18074,3756,1,awareness,video 15s,meta
1655.76,991229,843,,333,,13,78150,657,1,awareness,múltiplo,meta
1648.62,563978,925,,7961,249,109,91341,22036,0,awareness,video 15s,meta
1648.13,129857,2921,,,,,60942,16826,0,awareness,video,youtube
1644.05,168232,1197,,381,17,22,12159,4669,0,awareness,video 6s,meta
1643.56,102562,237,,44,1,4,,,0,conversao,carrossel,meta
1643.33,814119,1971,,149,4,10,33415,9358,0,awareness,video 3s,meta
1640.29,391515,2912,,516,19,25,4147,1311,0,conversao,display,meta
1638.68,45096,3900,,0,,0,13385,10108,0,conversao,múltiplo,tiktok
1637.97,1087838,3533,,1168,,4,214700,3502,1,awareness,video,tiktok
1637.5,383378,2380,,1189,,14,67020,5180,0,conversao,video 15s,tiktok
1634.97,1065010,2688,,187,9,8,42566,7293,0,awareness,gif,meta
1633.77,425895,2433,,1041,7,13,73,60,0,conversao,display,meta
1629.68,6133797,1421,,,,26,,,0,awareness,stories,meta
1626.63,709118,2725,1036,9,,3,,,1,consideracao,texto,twitter
1626.36,217150,1567,,146,20,60,,,0,conversao,carrossel,meta
1619.16,780343,1303,,7827,153,20,205493,100194,0,awareness,gif,meta
1619.04,669849,3182,797,13,,,,,1,consideracao,texto,twitter
1618.78,1832056,2472,,1794,50,11,,,0,awareness,carrossel,meta
1618.12,945120,958,,58,1,7,,,0,awareness,display,meta
1618.09,648348,3425,1641,8,,5,,,1,consideracao,texto,twitter
1612.23,814578,1396,,2093,54,75,35547,5816,0,awareness,gif,meta
1612.1,318523,458,,11098,54,8,,,0,awareness,estatico,meta
1611.49,443960,2384,,462,,1,47733,1256,0,awareness,video,tiktok
1610.82,125751,2075,,553,15,24,14185,3325,0,awareness,gif,meta
1610.62,1216445,1009,,1032,,16,125038,997,1,awareness,reels,meta
1610.43,991424,438,,399,1,6,125864,19330,1,awareness,stories,meta
1609.96,984410,1078,,204,8,6,,,0,awareness,estatico,meta
1605.69,108798,6357,,39,5,6,59189,19429,0,consideracao,video 15s,meta
1605.3,693989,828,,157,7,47,32407,6793,0,awareness,video 10s,meta
1604.76,2196495,8822,,0,,0,271562,241416,0,awareness,múltiplo,tiktok
1604.14,900880,915,,94,3,3,25918,3366,1,awareness,video 20s,meta
1604.01,1223649,863,,,,5,24499,152,0,awareness,stories,meta
1603.73,1200799,1689,,4532,47,8,97125,30403,0,awareness,gif,meta
1599.71,1365695,1406,,2270,49,21,,,0,awareness,video 30s,meta
1599.21,542014,2093,,496,42,20,,,0,conversao,display,meta
1598.74,192594,138,,,,,133495,92872,0,awareness,video 30s,youtube
1598.6,203291,812,,,,,79400,30902,0,awareness,video 15s,youtube
1598.35,319190,940,,391,7,6,21961,14456,0,consideracao,video 6s,meta
1595.81,413027,608,,177,7,15,22099,6599,0,awareness,video 15s,meta
1595.57,603886,1684,,517,,8,57860,4012,0,conversao,video 15s,tiktok
1592.37,739750,3012,1278,16,,1,,,0,awareness,estatica,twitter
1591.41,273429,866,,232,,22,70055,2359,0,awareness,video 40s,meta
1590.04,495406,131,,12,,2,13071,5150,0,awareness,video 15s,meta
1587.86,904891,844,,148,,7,50117,18128,0,awareness,video 6s,meta
1585.9,272166,567,,51,2,2,,,0,conversao,display,meta
1583.93,258429,3263,,515,21,23,22566,11649,0,conversao,video 10s,meta
1582.83,1239403,1140,,570,33,38,,,0,awareness,carrossel,meta
1582.7,216592,1013,,,,,0,0,0,awareness,bumper,youtube
1581.36,608863,3292,,442,16,35,30451,6123,0,awareness,video 15s,meta
1578.3,159970,1277,,929,12,10,17818,2307,0,awareness,gif,meta
1572,162492,8319,,15,,3,103301,27348,0,consideracao,video 10s,meta
1571.11,1031048,1190,,99,4,,28425,1111,1,awareness,video,meta
1570.94,286823,1310,2,180,,3,32194,953,1,awareness,video,tiktok
1569.93,204198,1329,,361,24,27,21015,6570,0,awareness,video 6s,meta
1568.77,673734,1103,,2201,38,8,58620,7535,0,awareness,carrossel,meta
1566.75,617511,280,,,14,,,,0,awareness,display,pinterest
1563.18,626722,256,,,10,,,,0,consideracao,display,pinterest
1561.86,59712,641,,90,5,2,4523,1318,0,conversao,video 15s,meta
1558.36,320451,2457,,272,10,22,29548,6822,0,conversao,video 15s,meta
1554.6,2043441,1190,,,,26,35257,8134,0,awareness,stories,meta
1554.06,742771,1971,,7270,1,23,140701,5785,0,awareness,video reels,meta
1548.47,150207,1739,,316,5,5,,,0,conversao,display,meta
1547.7,264065,128,,,,,100888,39003,0,awareness,video 20s,youtube
1547.68,329549,5772,,404,65,50,,,0,awareness,estatico,meta
1547.57,3520512,4753,,686,,166,217370,1476,0,awareness,video 40s,meta
1545.22,1534397,3392,,4477,51,101,112512,7328,0,awareness,video 30s,meta
1541.68,1257482,1810,,4298,110,18,170164,70520,0,awareness,gif,meta
1541.53,898850,759,,,,6,23557,264,0,awareness,stories,meta
